Timestamp,Transaction Type,Asset,Quantity Transacted,Spot Price Currency,Spot Price at Transaction,Subtotal,Total (inclusive of fees and/or spread),Fees and/or Spread,Notes
2023-10-20T18:14:03Z,Rewards Income,SOL,0.00008694,EUR,25.36,0,0,0,Received 0.00008694 SOL from Coinbase Rewards
2023-10-25T20:22:02Z,Rewards Income,SOL,0.000088747,EUR,31.14,0,0,0,Received 0.00008875 SOL from Coinbase Rewards
2023-10-26T17:43:55Z,Rewards Income,SOL,0.000088045,EUR,29.43,0,0,0,Received 0.00008805 SOL from Coinbase Rewards
2023-10-27T22:55:24Z,Rewards Income,SOL,0.000087763,EUR,29.93,0,0,0,Received 0.00008776 SOL from Coinbase Rewards
2023-11-02T22:00:23Z,Rewards Income,SOL,0.000083851,EUR,38.1,0,0,0,Received 0.00008385 SOL from Coinbase Rewards
2023-11-03T08:40:19Z,Rewards Income,SOL,0.000086484,EUR,36.97,0,0,0,Received 0.00008648 SOL from Coinbase Rewards
2023-11-03T15:51:20Z,Rewards Income,SOL,0.000084447,EUR,37.1,0,0,0,Received 0.00008445 SOL from Coinbase Rewards
2023-11-03T20:50:26Z,Rewards Income,SOL,0.000087552,EUR,36.82,0,0,0,Received 0.00008755 SOL from Coinbase Rewards
2023-11-06T20:03:53Z,Rewards Income,SOL,0.000087706,EUR,37.63,0,0,0,Received 0.00008771 SOL from Coinbase Rewards
2023-11-08T23:58:44Z,Rewards Income,SOL,0.000085433,EUR,40.26,0,0,0,Received 0.00008543 SOL from Coinbase Rewards
2023-11-10T19:08:36Z,Rewards Income,SOL,0.00008778,EUR,50.71,0,0,0,Received 0.00008778 SOL from Coinbase Rewards
2023-11-15T01:28:57Z,Rewards Income,SOL,0.00008761,EUR,52.97,0,0,0,Received 0.00008761 SOL from Coinbase Rewards
2023-11-15T21:13:57Z,Rewards Income,SOL,0.000086125,EUR,61.1,0.01,0.01,0,Received 0.00008613 SOL from Coinbase Rewards
2022-01-18T09:11:42Z,Buy,DOGE,782.15356608,EUR,0.1494,116.86,119.85,2.99,Bought 782.15356608 DOGE for €119.85 EUR
2022-01-18T09:13:47Z,Send,DOGE,782.12708121,EUR,0.14,,,,Sent 782.12708121 DOGE to DQVAYthGZo73MEJFXhz6ntFiyQBedY2yWk
2022-01-18T09:24:04Z,Learning Reward,AMP,25.22386177,EUR,0.03,0.76,0.76,0,Received 25.22386177 AMP from Coinbase as a learning reward
2022-01-18T09:25:04Z,Learning Reward,AMP,25.23340903,EUR,0.03,0.76,0.76,0,Received 25.23340903 AMP from Coinbase as a learning reward
2022-01-18T09:25:56Z,Learning Reward,AMP,25.2047889,EUR,0.03,0.76,0.76,0,Received 25.2047889 AMP from Coinbase as a learning reward
2022-01-18T09:21:18Z,Learning Reward,FET,2.25225225,EUR,0.38,0.86,0.86,0,Received 2.25225225 FET from Coinbase as a learning reward
2022-01-18T09:22:11Z,Learning Reward,FET,2.25529995,EUR,0.38,0.86,0.86,0,Received 2.25529995 FET from Coinbase as a learning reward
2022-01-18T09:23:00Z,Learning Reward,FET,2.2568269,EUR,0.38,0.86,0.86,0,Received 2.2568269 FET from Coinbase as a learning reward
2022-03-09T21:09:41Z,Convert,FET,6.7643791,EUR,0.31,2.07,2.1,0.03,Converted 6.7643791 FET to 0.02971837 AVAX
2022-03-28T12:24:47Z,Buy,AVAX,1.16102841,EUR,83.56,97.01,100,2.99,Bought 1.16102841 AVAX for €100.00 EUR
2022-03-28T12:29:46Z,Send,AVAX,1.19074678,EUR,83.31,,,,Sent 1.19074678 AVAX to 0xe9432860B3D430301493E07d9b54195bC2D85056
2022-03-31T14:07:09Z,Buy,AVAX,3.03009125,EUR,87.8,266.04,270,3.96,Bought 3.03009125 AVAX for €270.00 EUR
2022-03-31T14:09:49Z,Send,AVAX,2.98763095,EUR,87.24,,,,Sent 2.98763095 AVAX to 0xe9432860B3D430301493E07d9b54195bC2D85056
2022-04-06T09:58:41Z,Buy,AVAX,1.16473754,EUR,82.43,96.01,99,2.99,Bought 1.16473754 AVAX for €99.00 EUR
2022-04-06T09:59:31Z,Send,AVAX,1.20719784,EUR,82.04,,,,Sent 1.20719784 AVAX to 0xe9432860B3D430301493E07d9b54195bC2D85056
2022-04-15T11:41:22Z,Buy,AVAX,0.5246229,EUR,72.45,38.01,40,1.99,Bought 0.5246229 AVAX for €40.00 EUR
2022-04-15T11:45:08Z,Send,AVAX,0.49850328,EUR,72.02,,,,Sent 0.49850328 AVAX to 0xe9432860B3D430301493E07d9b54195bC2D85056
2022-04-18T14:24:06Z,Buy,AVAX,0.26592951,EUR,69.6,18.51,20,1.49,Bought 0.26592951 AVAX for €20.00 EUR
2022-04-18T14:26:33Z,Send,AVAX,0.28652871,EUR,69.25,,,,Sent 0.28652871 AVAX to 0xe9432860B3D430301493E07d9b54195bC2D85056
2022-06-12T09:35:37Z,Buy,AVAX,2.68251117,EUR,17.9,48.01,50,1.99,Bought 2.68251117 AVAX for €50.00 EUR
2022-06-12T09:37:00Z,Send,AVAX,2.68803159,EUR,17.78,,,,Sent 2.68803159 AVAX to 0xe9432860B3D430301493E07d9b54195bC2D85056
2022-07-17T12:46:46Z,Buy,AVAX,0.86107669,EUR,21.32,18.36,19.85,1.49,Bought 0.86107669 AVAX for €19.85 EUR
2022-07-17T12:57:08Z,Send,AVAX,0.86107669,EUR,21.1,,,,Sent 0.86107669 AVAX to 0xe9432860B3D430301493E07d9b54195bC2D85056
2022-09-14T19:17:05Z,Buy,AVAX,1.48592566,EUR,18.85,28.01,30,1.99,Bought 1.48592566 AVAX for €30.00 EUR
2022-09-14T19:20:09Z,Send,AVAX,1.48106922,EUR,18.75,,,,Sent 1.48106922 AVAX to 0xe9432860B3D430301493E07d9b54195bC2D85056
2022-09-14T20:21:41Z,Buy,AVAX,0.70816652,EUR,19.08,13.51,15,1.49,Bought 0.70816652 AVAX for €15.00 EUR
2022-09-14T20:22:45Z,Send,AVAX,0.71302296,EUR,18.96,,,,Sent 0.71302296 AVAX to 0xe9432860B3D430301493E07d9b54195bC2D85056
2022-12-16T13:26:16Z,Buy,AVAX,1.95185503,EUR,12.3,24.01,24.01,0,Bought 1.95185503 AVAX for €24.01 EUR
2022-12-16T13:26:41Z,Send,AVAX,1.95185503,EUR,11.93,,,,Sent 1.95185503 AVAX to 0xe9432860B3D430301493E07d9b54195bC2D85056
2022-03-31T14:15:25Z,Buy,CRO,66.43010064,EUR,0.4277,28.41,30.4,1.99,Bought 66.43010064 CRO for €30.40 EUR
2022-04-17T16:52:38Z,Send,CRO,66.43010064,EUR,0.38,,,,Sent 66.43010064 CRO to 0xe9432860B3D430301493E07d9b54195bC2D85056
2023-04-13T00:17:49Z,Receive,FLR,96.16,EUR,0.03,,,,Received 96.1600 FLR from Flare Airdrop
